"x","y","z"
0.0161297337187553,0.0363751533679083,"WS"
0.288100025539488,0.260056764780028,"WS"
0.440475823995754,0.724891650448341,"WS"
0.460832149828841,0.884582134869985,"WS"
0.26331662217485,0.385706175048409,"WS"
0.34396746840119,0.611371578004727,"WS"
0.174114291208951,0.633979707481068,"WS"
0.32621000081181,0.571694722088918,"WS"
0.488949292039136,1.34739835747397,"WS"
0.569207083602928,1.92769313371393,"WS"
0.947151734648672,2.80050580408084,"WS"
0.854356133804459,2.482694466527,"WS"
0.484717540537559,1.10740194546643,"WS"
0.234355898803968,0.235428465855459,"WS"
0.163286288861552,0.259487118974305,"WS"
0.269906090127008,0.351593578386194,"WS"
0.528766054495039,0.988688209591497,"WS"
0.236645923781966,0.335593204682652,"WS"
0.168555487393338,0.204541162707325,"WS"
0.129250476254307,0.0779169132067102,"WS"
0.0881740110220524,0.0670383515735515,"WS"
0.139509311709686,0.0535011816799231,"WS"
0.0716073850833907,0.0749006295190627,"WS"
0.250910851433516,0.272597995509201,"WS"
0.0797743914542476,0.0443071897175103,"WS"
0.0758689049474879,0.157060568350032,"WS"
0.06738354152347,0.160460565540737,"WS"
0.128204325497779,0.111861609932057,"WS"
0.112147427355073,0.28613421002133,"WS"
0.251751876692214,0.865043978490899,"WS"
0.554153342039627,1.51088143064303,"WS"
1.49606479861253,4.18602424541571,"WS"
1.32993366465475,3.86679134994632,"WS"
1.50765993846485,4.41539253781514,"WS"
1.22471801326237,3.64342388102258,"WS"
1.18575316424805,3.34842279756626,"WS"
1.0737349302873,2.80590325997159,"WS"
1.52176680511867,3.55200653671004,"WS"
0.937632531743121,2.25438966589554,"WS"
0.465774835428949,1.11756434251386,"WS"
0.337697872685927,0.732482294980363,"WS"
0.408848638886527,1.13083896391627,"WS"
0.402513228709957,0.838687162673817,"WS"
0.246797401192757,0.464344199577913,"WS"
0.24508615756798,0.446208745175744,"WS"
0.293644423003666,0.526784696277622,"WS"
0.277692321886294,0.447323836638511,"WS"
0.165537338054338,0.179012668432424,"WS"
0.421275754420287,0.76118159964601,"WS"
0.237803462562138,0.18614331922206,"WS"
0.174919032912734,0.277077980092021,"WS"
0.328414322579756,0.64616241179369,"WS"
0.12327616747609,0.513649732664382,"WS"
0.176642388468626,0.478720538641454,"WS"
0.217359391645998,0.608855350508911,"WS"
0.139211413517349,0.571567341720188,"WS"
0.635185513703596,1.46572988037418,"WS"
1.29831415622098,3.09301511587501,"WS"
1.25205929276707,2.99186720517515,"WS"
1.36838359651707,3.16601085521876,"WS"
1.17170486521951,2.53142089256006,"WS"
0.449678333487127,1.01459855010802,"WS"
0.618992467425309,1.3695464738928,"WS"
0.43752324038065,0.768852476984545,"WS"
0.458147286784942,0.920441774491721,"WS"
0.294428811654756,0.483303488557692,"WS"
0.30053950145876,0.567959500193964,"WS"
0.321821513361592,0.530296401213711,"WS"
0.189265650079124,0.18630528643058,"WS"
0.136322809804734,0.0223666406682494,"WS"
0.219618481448116,0.262980236024827,"WS"
0.141837710221709,0.127900832691222,"WS"
0.391664983196178,0.74438968676832,"WS"
0.517930896165459,1.04203876358373,"WS"
0.66661955080001,1.46150614656091,"WS"
0.515075453798197,0.960917180336599,"WS"
0.677536967014716,1.65356614051353,"WS"
0.695171159394898,1.58671266272342,"WS"
0.46072108502574,0.914384596750443,"WS"
0.689934177477087,1.6320396337475,"WS"
0.666262100358586,1.65586517401161,"WS"
0.859692798663066,1.99065912116616,"WS"
0.814118021146872,1.94354401038202,"WS"
0.893878497365789,2.08072992664198,"WS"
0.573181137458178,1.19029997384271,"WS"
0.397498306629633,0.743114394054463,"WS"
0.541840903956763,1.19999797229854,"WS"
0.242174688686866,0.303085655891325,"WS"
0.131448708051091,0.171754898551192,"WS"
0.418559183551223,0.629033326480063,"WS"
0.165098867215155,0.101802085830206,"WS"
0.153208397553577,0.177870457015556,"WS"
0.0823942713175492,0.0891639908175808,"WS"
0.482033989494881,1.02075610127454,"WS"
0.0927670387486964,0.0737055532958112,"WS"
0.092743247696822,0.0349295516295387,"WS"
0.0831504613195305,0.021450872079543,"WS"
0.0231975694353503,0.110188906225503,"WS"
0.28245478150854,0.683787288567187,"WS"
0.0938589546331544,0.190252559413571,"WS"
0.891554425036173,1.7387989698177,"WS"
0.941042224025478,1.93188541367121,"WS"
0.875121698962686,1.82797338249598,"WS"
0.879662801452494,1.84481991461659,"WS"
0.877018212390868,1.88453281632417,"WS"
1.17259373515513,2.50191161253703,"WS"
0.784053275980422,1.65137126368366,"WS"
0.992889313626592,2.00464674611674,"WS"
0.570190863327409,1.43252596835468,"WS"
0.969271162802361,2.03941680520542,"WS"
0.94409219771414,1.95327057202575,"WS"
0.778280985839053,1.60869572593364,"WS"
0.883852208251748,1.89338707428196,"WS"
0.753931378144136,1.50487602021415,"WS"
0.763694524562866,1.56123533194111,"WS"
0.681170589217468,1.31375447294045,"WS"
0.796304775732143,1.63255457536152,"WS"
0.745561456807238,1.54021847456184,"WS"
0.731921094324992,1.55653598908706,"WS"
0.338637553797227,0.433037653566902,"WS"
0.085317107698108,0.0606247602232471,"WS"
0.18112466915903,0.190821563971806,"WS"
0.631820633582994,1.24383883533098,"WS"
0.988321136862324,2.0997333810123,"WS"
1.21067826856438,2.56416597810846,"WS"
1.01099338708229,2.07962160476313,"WS"
0.912823212285956,1.88244610492284,"WS"
0.778154968176651,1.41014927927415,"WS"
0.381771447773628,0.717296127926651,"WS"
0.131318490108672,0.202082891898801,"WS"
0.400128730157769,0.803984887782537,"WS"
0.208833073291458,0.359011017567656,"WS"
0.387843078870533,0.937237390177807,"WS"
1.13401376457015,2.52733839939409,"WS"
1.26532436125182,2.88686355069075,"WS"
0.283956530102711,0.595431257196137,"WS"
0.178463597145131,0.418337120792364,"WS"
0.275792238571139,0.536597035001609,"WS"
0.328882262713471,1.01800246266044,"WS"
0.368682901507961,0.951337821358688,"WS"
0.313446465063107,0.832271125186402,"WS"
0.360176349151992,0.924580914467394,"WS"
0.258567358562183,0.462719032569636,"WS"
0.258162949072179,0.47863435219166,"WS"
0.201898833824338,0.274643056508368,"WS"
0.141922412781076,0.0902691122528702,"WS"
0.0311803267920439,0.050358526510848,"WS"
0.110367944710284,0.207843256016774,"WS"
0.200875289524175,0.410729374003924,"WS"
0.331730987678294,0.614856166723922,"WS"
0.40653411491435,0.646490598284521,"WS"
0.276819373069465,0.434487304345463,"WS"
0.196279442333418,0.427366899490311,"WS"
0.350509492328784,0.732906410647673,"WS"
0.389058082069765,0.939983941877314,"WS"
1.0066031167835,2.39910967078201,"WS"
1.20536970727561,2.70327288158374,"WS"
0.508283568949535,1.04766333854494,"WS"
0.254926040549002,0.342896671629397,"WS"
0.248378119577525,0.197923462521974,"WS"
0.0602597051914932,0.129779677147762,"WS"
0.187244316423239,0.253074948456767,"WS"
0.242239179618343,0.0796404492544555,"WS"
0.0852154641200118,0.0141149428149962,"WS"
0.121977683140999,0.0339484695374403,"WS"
0.025049320189964,0,"WS"
0.00690106528457666,0,"WS"
0.0770034782565546,0.0413902340865891,"WS"
0,0.0749828301013466,"WS"
0,0.146599964766792,"WS"
0.134020247221455,0.380255855209468,"WS"
0.523434656705269,0.860418270963571,"WS"
0.623215961122115,1.07146177011802,"WS"
0.414861461356635,0.675868218539114,"WS"
0.31046693254311,0.533482137793838,"WS"
0.0732895768675174,0.42271802477652,"WS"
0.0906275989683664,0.314395066499292,"WS"
0.344305636535584,0.791744770990519,"WS"
0.36062214389842,0.777150976262257,"WS"
0.619171767000578,1.48140508814769,"WS"
0.596717006075719,1.30568419427231,"WS"
0.965669965900395,2.28915229265334,"WS"
0.261902941703134,0.607267127856127,"WS"
0.0418698343802753,0.084027128005072,"WS"
0.131782411627487,0.0630610525901512,"WS"
0.0519005514265174,0.0552253920118138,"WS"
0.370726918609883,0.625869009233679,"WS"
0.170660050418261,0.103376322570587,"WS"
0.127634157295674,0.184148947880132,"WS"
0,0,"WS"
0.0470607972347398,0.0744477237812477,"WS"
0.00153783829025499,0.00800474116995982,"WS"
0.196008232372224,0.164200774037498,"WS"
0.0357522475153102,0.0243704341181996,"WS"
0.21387361080537,0.29754297674201,"WS"
0.121140552564151,0.189311227675467,"WS"
0.548697719616482,1.07728856084196,"WS"
0.639285655168955,1.11458666571965,"WS"
0.457204582200462,0.858934091201198,"WS"
0.563937945122038,1.2369994845955,"WS"
0.593272681421494,1.33586695762923,"WS"
0.424152163056762,0.859900163107565,"WS"
0.65978386916893,1.42723178739211,"WS"
1.27418713624889,2.98263092183445,"WS"
1.47647040102474,3.44702632482994,"WS"
0.964072485291608,2.12831805020128,"WS"
0.265073394088071,0.361246257334808,"WS"
0.338942723196109,0.566565113399478,"WS"
0.435944111402607,0.902841969407483,"WS"
0.3384743310729,0.567023403223716,"WS"
0.492872627359365,1.01048416775348,"WS"
0.212996127916417,0.340255894480047,"WS"
0.158525977963107,0.0999875914112177,"WS"
0.363986230961991,0.627165532702355,"WS"
0.49987170158837,0.965178205861378,"WS"
0.106089739741771,0.125465691500655,"WS"
0.236102050684248,0.316597851393515,"WS"
0.328201331579511,0.487492026836574,"WS"
0.243929035168001,0.348446501343056,"WS"
0.366295398948632,0.667288495879286,"WS"
0.953738483600809,1.90475667591355,"WS"
0.292580202156318,0.465766544157351,"WS"
0.404834438583449,0.817286813241512,"WS"
0.554632423651664,1.30987861855242,"WS"
0.610322511447629,1.25715910447331,"WS"
0.2541933232655,0.289412177849264,"WS"
0.420596970066455,1.0176085613064,"WS"
1.1371805779293,2.63670803083079,"WS"
1.62859024498389,3.76019000325627,"WS"
1.18017934128057,2.62263373014139,"WS"
0.361303756293836,0.677683635844929,"WS"
0.174330534737386,0.41852249947728,"WS"
0.438432662461487,0.909057082071431,"WS"
0.76083510995511,1.71228792992137,"WS"
0.388258193362623,0.680058920187435,"WS"
0.233462992089192,0.379393340581073,"WS"
0.214580471102528,0.277660943108376,"WS"
0.0550839911964158,0.114959208755049,"WS"
0.17979431587983,0.0826208344303459,"WS"
0.0955539290765769,0.0713933026049223,"WS"
0.113471447987293,0.0400919481032673,"WS"
0.0973998813000467,0.122260546873935,"WS"
0.112983073801865,0.162980393069084,"WS"
0.41119661328371,0.644209854555093,"WS"
0.506562464746297,1.04384756030984,"WS"
0.709227068925703,1.50784998401508,"WS"
0.477564773382218,0.97499400956371,"WS"
0.274013788337559,0.769905490741294,"WS"
1.01735062372075,2.47267761398299,"WS"
1.62970178209677,4.04231722375043,"WS"
1.84443999703838,4.45245254427769,"WS"
0.906261186567182,2.09292627801148,"WS"
0.360268392893034,0.768505701905138,"WS"
0.993645612088845,2.3494001825074,"WS"
0.879083961208935,2.15449963492677,"WS"
0.584869334976818,1.35183409121045,"WS"
0.354633732474083,0.638605363454615,"WS"
0.228750650539369,0.448355859737634,"WS"
0.305883342736435,0.611995617258123,"WS"
0.415284903587793,0.789007068867125,"WS"
0.302297180084455,0.475031699655299,"WS"
0.208763563157283,0.261438325573491,"WS"
0.140784675896598,0.157414848449293,"WS"
0.131628126325641,0.160871692999527,"WS"
0.217459727559088,0.330404468919447,"WS"
0.179998973164283,0.146306122132298,"WS"
0.175971308318707,0.308612719275275,"WS"
0.354642477702965,0.603478202180875,"WS"
0.897009189549665,1.83397472099903,"WS"
0.911359864852749,1.89401262215117,"WS"
1.04707856199519,2.05281359391003,"WS"
0.368553178068425,0.914219800554181,"WS"
0.3215039618919,0.81924234416213,"WS"
0.581812547790849,1.44427551843746,"WS"
1.23227294771169,2.96100732979294,"WS"
1.516401818755,3.74805388683957,"WS"
1.23478614240496,3.12210034423789,"WS"
0.711771152125744,1.60782877254473,"WS"
0.815440773221667,2.07188369024278,"WS"
0.607660480913399,1.5306742665878,"WS"
0.613823693540412,1.57007176580141,"WS"
0.49481109528182,0.962209054820437,"WS"
0.482616351559531,0.953340408303412,"WS"
0.227837570622934,0.317075240919563,"WS"
0.365379876154753,0.588651994127508,"WS"
0.272552766092799,0.45721870352713,"WS"
0.142845211871013,0.192020040786077,"WS"
0.090825071646699,0.0547049239512245,"WS"
0.0865816731993933,0.0874956204539856,"WS"
180,180,"WD"
226.615978727002,233.560231030628,"WD"
225.060722609357,238.842126223573,"WD"
251.607507101344,270.634609287335,"WD"
280.713686857468,293.527274017031,"WD"
331.26935510105,316.571978406325,"WD"
137.040071249179,132.823063838335,"WD"
121.260515323684,155.848627658778,"WD"
169.84199451402,181.165654643228,"WD"
160.53438591413,172.45408305876,"WD"
1.4494914219315,342.52328834687,"WD"
358.58149286286,332.252819614322,"WD"
11.7342381324551,36.091101433187,"WD"
22.6329995284289,37.7185582399916,"WD"
38.6069511923784,57.1799261882065,"WD"
65.2275092466026,76.9989519487238,"WD"
45.3551088948976,66.0145122061171,"WD"
59.5273342362118,69.4956064350878,"WD"
61.0058659044136,70.3182088196554,"WD"
52.4323135472472,66.5361346392616,"WD"
42.6301343278328,56.8037681842825,"WD"
37.0984325128467,52.2847324417305,"WD"
22.4922171201113,36.9230966381613,"WD"
25.4512936125908,46.2720803142719,"WD"
51.8735616471711,67.8804989804958,"WD"
29.8694487197188,47.2769526233371,"WD"
18.6709722159574,36.9180385122421,"WD"
52.8191312626097,69.2540938682108,"WD"
325.441013690103,320.294736634615,"WD"
4.60159190519573,13.8811059707478,"WD"
35.6271520442516,49.4793616419025,"WD"
9.53087130331235,19.4060320613386,"WD"
33.2647434466182,48.606851400421,"WD"
204.072147005857,219.992548235661,"WD"
172.65640065687,181.72017611921,"WD"
173.635347847031,191.072402274521,"WD"
324.772507118064,320.018262073784,"WD"
139.641074791375,157.456995178714,"WD"
147.673511077171,170.606974610966,"WD"
135,328.505550502551,"WD"
315.121403326734,303.920951957761,"WD"
169.551566755279,201.887572003821,"WD"
231.619430074938,259.877156787238,"WD"
86.0704921858065,93.9035175779076,"WD"
189.715749131082,230.978548512898,"WD"
31.722405265451,61.1129264327087,"WD"
233.812973898874,256.835210256688,"WD"
272.950127143337,240.599024235561,"WD"
43.3306918412036,59.6985595232686,"WD"
17.0600290068046,31.0328696452268,"WD"
20.51396928269,34.6901453556821,"WD"
44.496274585635,59.5845274094589,"WD"
31.8518962157953,33.8190559244227,"WD"
27.9616650873904,47.1894076208115,"WD"
247.652005867508,264.885883731624,"WD"
49.6454508110527,68.8542734989234,"WD"
64.1329388599556,74.6129087523715,"WD"
254.960029391179,259.581113645897,"WD"
304.533866264982,293.581430006938,"WD"
227.082710807424,244.659525988424,"WD"
118.26596332187,131.369349462632,"WD"
13.8692621560033,31.3121228982906,"WD"
69.7590685397483,82.7666363322369,"WD"
76.9753897019841,72.5841643637671,"WD"
51.1695132214942,67.2046340674212,"WD"
46.8907082670651,62.5895514675918,"WD"
37.7353864991956,51.9611803291491,"WD"
27.0653595353253,46.4436560865391,"WD"
42.4768803098997,57.3683422331811,"WD"
48.0870296639007,61.5546425716468,"WD"
29.4736634583638,46.6660904035905,"WD"
48.2564974068702,67.2058233164515,"WD"
41.3932698734361,63.4806376557079,"WD"
81.0496423068655,88.8449497574297,"WD"
58.7190225945659,76.9646244379462,"WD"
27.6305319729672,31.2852015125878,"WD"
6.2146079233211,22.1504383701016,"WD"
339.761107334822,331.115974020873,"WD"
8.1284308922161,23.2589112803234,"WD"
34.2920574437892,43.8641921006414,"WD"
39.4191327092919,53.7806179255522,"WD"
37.6034255823814,56.2255668597112,"WD"
44.2299674963122,64.5018073993134,"WD"
10.5284256991217,23.5466399927192,"WD"
17.6350337851061,26.3596418302774,"WD"
127.778097408207,138.551232918393,"WD"
91.3898272544511,105.568317547139,"WD"
4.00572738467221,196.018671377057,"WD"
92.0293145810342,95.6890691909445,"WD"
64.3241011400695,77.9407152611963,"WD"
45.3471218538184,71.2112602525218,"WD"
102.322831707011,128.635326300121,"WD"
74.0088405932296,78.1932194205397,"WD"
74.274618399498,80.5057185086294,"WD"
56.7317612287301,66.4089474553627,"WD"
232.560139633095,242.780569016021,"WD"
81.5029510806735,101.943395554048,"WD"
33.811146407985,43.8154372368079,"WD"
40.9253646186727,50.475658037019,"WD"
357.632630333037,359.600868999092,"WD"
23.366114496772,44.5467132521283,"WD"
225.809858811824,241.432375386859,"WD"
335.170528930478,329.853555014782,"WD"
351.121434850329,344.926159255243,"WD"
298.398731021498,294.945278409806,"WD"
337.530637037468,328.958616913304,"WD"
27.0699009713269,41.7666419557528,"WD"
43.9357844442846,64.43746778839,"WD"
56.4630522312527,69.215493952522,"WD"
70.9266550305421,78.1444144982743,"WD"
328.540825881254,237.686391520656,"WD"
248.155291911949,182.127507359287,"WD"
7.1916639513868,29.3658043276779,"WD"
180,141.177951565117,"WD"
199.367773133825,144.175129625116,"WD"
189.434563008976,141.070790805501,"WD"
180,234.299849071785,"WD"
180,88.6474867754076,"WD"
180,180,"WD"
180,180,"WD"
38.7258056046998,24.1644963344571,"WD"
265.553041316881,262.897042777897,"WD"
345.409581218026,338.197247578071,"WD"
17.0438346996997,13.4107765294109,"WD"
37.9898761276575,58.2973257266052,"WD"
51.8709898604974,62.616036694827,"WD"
351.95814027231,349.575084533118,"WD"
56.0463806848835,72.29575197059,"WD"
299.941023797468,290.020211761259,"WD"
344.604829790003,330.11712623316,"WD"
49.6069682810595,63.5273664739341,"WD"
307.445014704917,289.139406134969,"WD"
153.258066109658,158.89332779827,"WD"
114.207922221768,136.641454681369,"WD"
336.04111752476,294.109070038487,"WD"
218.716885325996,223.689072872908,"WD"
184.634487714907,192.443593899356,"WD"
196.428466940857,147.193447493599,"WD"
125.034364319985,78.739075147125,"WD"
98.1836400465501,97.8463333265852,"WD"
55.5206419961507,69.4621785946425,"WD"
52.5269172653311,75.2200139579843,"WD"
111.160124652597,99.743307568177,"WD"
66.5737946134769,82.163511808972,"WD"
55.9622879191563,77.4645365081543,"WD"
41.4247123141187,53.6665311302898,"WD"
30.5650401046448,45.1987096939846,"WD"
23.0491138899154,43.3972888657463,"WD"
33.95557067056,48.7556624476402,"WD"
31.169033249978,55.0001873715067,"WD"
27.8117970395877,43.8357311495457,"WD"
33.137358958112,45.902940441297,"WD"
288.497324794375,282.066387915596,"WD"
238.106626856594,254.255689338485,"WD"
226.978282734756,235.481057096338,"WD"
246.762136175671,253.213206944566,"WD"
300.864233404071,276.666341441561,"WD"
328.060002699635,292.642585105281,"WD"
26.4435312686414,68.0846293242366,"WD"
70.0041618555816,82.9119719519692,"WD"
105.630237864369,113.31469537049,"WD"
81.8400273372559,82.7808503740102,"WD"
34.4015944611428,63.6934372666293,"WD"
309.747839250462,242.194791508238,"WD"
233.931445565366,227.601373270597,"WD"
59.3908264162051,74.4636630258386,"WD"
67.4119057661769,77.1061154399309,"WD"
253.111840938405,227.595807736348,"WD"
306.643127854012,273.649748902763,"WD"
256.33264455579,257.51529306791,"WD"
328.461079307799,310.544864910096,"WD"
22.9892257715175,37.2590229115034,"WD"
10.0617467500076,13.252140725546,"WD"
14.1315282088314,344.906616802674,"WD"
275.292622836623,276.523905119815,"WD"
272.341158246333,266.581235906957,"WD"
307.478537284155,296.8959720249,"WD"
310.107875708627,289.199534918173,"WD"
329.597293395777,305.6876880442,"WD"
318.947884697388,303.2139677853,"WD"
229.660648957124,239.322780918633,"WD"
1.85676521533668,330.323898917132,"WD"
41.1772220739804,57.6827129800115,"WD"
17.790775624642,34.756103027563,"WD"
20.6865196308766,41.3198846616556,"WD"
97.900865782376,99.724084520403,"WD"
131.572198278416,143.552865010834,"WD"
135,234.118357019784,"WD"
135,326.266436903226,"WD"
135,69.2539413537416,"WD"
119.691765341082,130.91686215628,"WD"
119.538028709862,231.2370621544,"WD"
317.348871276641,245.836561004707,"WD"
351.912321626319,315.155719001934,"WD"
332.419818990446,322.983768568598,"WD"
357.643045686766,341.372336723326,"WD"
352.425538465187,343.8797030104,"WD"
316.84899003212,306.738041511589,"WD"
5.616049537447,9.31631266443566,"WD"
306.51841925442,278.723675294961,"WD"
314.949202360322,298.95295165732,"WD"
293.542687884972,279.979969124226,"WD"
146.971556289627,173.395012570747,"WD"
115.493543463616,136.091850156116,"WD"
83.913705323393,95.8830764904434,"WD"
103.197974180192,132.158322623598,"WD"
189.778415047262,224.505971941231,"WD"
238.621335379231,246.763924270647,"WD"
241.031819705418,243.843290478463,"WD"
326.769503524225,260.786653853881,"WD"
242.0366677196,242.571593063002,"WD"
232.848048601612,240.487479631063,"WD"
263.148092182263,262.476419066507,"WD"
266.282464737969,261.993643510267,"WD"
257.748759011403,260.362830313974,"WD"
229.70945574706,256.314604169911,"WD"
235.292665728505,228.416617371597,"WD"
259.269922701981,260.278885413058,"WD"
304.72456228734,287.007681676347,"WD"
204.301128645931,224.278302307031,"WD"
216.11514878481,224.345140094355,"WD"
200.913810997,209.282253287074,"WD"
194.744455316342,202.152262945423,"WD"
195.713389715102,208.525089483872,"WD"
191.040829191283,202.301228487319,"WD"
183.168313372581,197.331257326759,"WD"
176.952234531357,189.278854427117,"WD"
173.816340684984,194.257275567688,"WD"
192.221817009607,203.307551204465,"WD"
178.175410054998,186.79136783543,"WD"
317.775111273216,264.605244712292,"WD"
304.527098486989,283.516938834071,"WD"
360,273.763642493183,"WD"
229.644485931834,235.676892207818,"WD"
260.115934695929,237.463654103568,"WD"
204.386413962782,215.65427825565,"WD"
280.675271854854,265.916538590123,"WD"
225.546368007308,235.329607766273,"WD"
227.407044840252,245.22921813733,"WD"
356.43748563267,10.9972396252367,"WD"
358.734848389183,344.239637970962,"WD"
298.952472228798,273.307266136245,"WD"
292.687152869448,275.215376725142,"WD"
335.905468366697,317.572583047736,"WD"
8.57241491782537,15.3200133304446,"WD"
323.658067153018,305.673783832452,"WD"
357.280450762874,347.654250928632,"WD"
341.811420252994,329.702792909516,"WD"
175.735637474401,187.457048198388,"WD"
160.288405435189,176.341943847795,"WD"
167.948547922361,191.587997788825,"WD"
236.763313985446,241.074679897343,"WD"
213.791235315215,237.320789348725,"WD"
231.221691139778,216.062905108949,"WD"
141.050009327085,150.316983063406,"WD"
143.466240312077,155.788051066662,"WD"
106.235522859821,94.8278686895447,"WD"
99.3032748295695,104.523303740465,"WD"
2.14713314558426,351.658263871865,"WD"
65.3151010328846,82.8991230683221,"WD"
208.460762508536,235.173351275068,"WD"
107.637532943899,95.4814420778734,"WD"
147.758708678152,151.386850365297,"WD"
140.582921341507,162.437451260071,"WD"
176.413117577456,175.33337515448,"WD"
320.194346467196,283.481864981459,"WD"
301.294114006537,285.073406527419,"WD"
336.758127824203,316.136017554644,"WD"
352.592876119236,331.465721572733,"WD"
11.1300707256598,355.181456933663,"WD"
116.763449743917,158.929073985518,"WD"
356.45138266395,340.848116865482,"WD"
11.4646335676908,0.710484388094699,"WD"
37.1900550271789,50.0277350402449,"WD"
5.98152414897459,4.95542825786814,"WD"
12.3853395819345,17.4669256639662,"WD"
12.5405627942208,32.2800806500006,"WD"
31.081343990538,55.6110370487779,"WD"
77.3070238246632,90.7058056100316,"WD"
84.9993176272166,123.839576566627,"WD"
186.999421075268,238.008667198984,"WD"
282.046346216212,292.849700527553,"WD"
67.8037143747633,98.6091393863293,"WD"
180,125.443284593347,"WD"
180,256.082975735878,"WD"
180,147.115080578208,"WD"
180,26.7409754372608,"WD"
180,97.3723156802991,"WD"
180,255.968909106281,"WD"
123.299296655141,71.5906567629001,"WD"
35.2220492928827,52.1555176561194,"WD"
21.6168168935201,33.7993845413689,"WD"
7.77189827994061,8.66806416294662,"WD"
350.812358321331,336.515836298459,"WD"
317.126801548994,293.920676838032,"WD"
339.160309932904,316.761362516117,"WD"
239.448519327739,254.97898118418,"WD"
137.326933254476,155.801153941882,"WD"
354.204163108819,320.421083497021,"WD"
220.696185024977,271.895625481972,"WD"
221.884110058186,263.840779386812,"WD"
157.977866441926,136.875992022232,"WD"
73.2990356235586,79.2406802329793,"WD"
93.0089229664106,91.2433791421935,"WD"
134.919555271281,263.346310548038,"WD"
305.205658286614,114.375717240857,"WD"
135,161.652913651169,"WD"
280.305983526597,213.444599076428,"WD"
190.387290155897,203.45981178518,"WD"
176.746841286405,186.167498819642,"WD"
307.17839191586,277.861560954231,"WD"
138.565333377197,90.5751678878324,"WD"
58.2306978323882,73.9231292542734,"WD"
25.4815852248256,0.395707802633837,"WD"
1.78616561679129,5.65895107299337,"WD"
6.00609403864667,19.4063118891249,"WD"
10.8716566530163,12.019188550815,"WD"
341.191833100461,317.288755635319,"WD"
239.067435263072,242.88837315127,"WD"
232.77954068081,241.657979933863,"WD"
213.67943397617,226.995157644176,"WD"
191.353432756899,195.730142651239,"WD"
174.286810373869,184.487670152337,"WD"
302.619571793054,319.342221374361,"WD"
23.1266238518362,39.2593547498138,"WD"
53.8225126396797,78.1354828136883,"WD"
114.309988876876,115.632479819544,"WD"
8.34647810331248,17.4533433132831,"WD"
4.76606317385014,30.6034007652063,"WD"
55.7719641608572,82.3627278261345,"WD"
83.8258363837589,91.5830593753242,"WD"
39.1551929306636,40.4890729277396,"WD"
357.803024472805,339.015348622222,"WD"
360,293.72746392233,"WD"
360,93.4243622384781,"WD"
131.492887493454,95.7883820786136,"WD"
129.094924578804,335.323485373142,"WD"
354.842150287077,344.022758364878,"WD"
345.884594100847,308.187209385968,"WD"
314.664174090742,294.02366687767,"WD"
330.868028329781,310.547892037792,"WD"
290.378175956339,264.607944718443,"WD"
265.791205816257,269.137382034471,"WD"
295.522969193441,279.179635592095,"WD"
294.857033871243,271.454275874005,"WD"
138.296438698568,149.822752334585,"WD"
143.749135916413,164.601628619557,"WD"
155.220638887225,168.557633086788,"WD"
151.966854186393,166.063022795261,"WD"
150.580240079819,167.889349578239,"WD"
166.16221790449,172.681585547712,"WD"
108.561162493802,120.325969277985,"WD"
51.54647459503,77.5648539873824,"WD"
180,141.529014130335,"WD"
180,249.149172965348,"WD"
307.991851470506,279.688411077593,"WD"
360,88.2009006636245,"WD"
360,14.2600703709648,"WD"
360,299.446574379138,"WD"
218.065525027128,227.635879168755,"WD"
180,179.55234291713,"WD"
344.618181528,325.526766185425,"WD"
357.357967243547,337.569547739785,"WD"
10.0792781522731,16.8912933752873,"WD"
26.7491908843834,38.8434097474176,"WD"
48.9926054860846,66.0355632204875,"WD"
57.2468385931715,70.8017564402901,"WD"
58.0847336709111,69.488944857756,"WD"
11.3830802213674,14.5669012100645,"WD"
139.195356214675,152.291149055774,"WD"
126.549877755796,136.299856988613,"WD"
31.3121982931498,48.2102539115238,"WD"
22.595387364871,41.7520032410736,"WD"
360,91.780153686325,"WD"
171.071681762915,87.3112139839098,"WD"
15.9991485607815,262.191910226595,"WD"
74.7268501225524,114.532603076194,"WD"
47.0718246667969,65.2032616618478,"WD"
50.7643713555252,71.5399576436378,"WD"
35.5993908806751,61.3954611376152,"WD"
21.4709056623451,359.127936759198,"WD"
41.297714914965,54.0821126761983,"WD"
66.7916086922028,78.9780129390394,"WD"
67.468330055498,79.8553477027835,"WD"
85.0815454580656,91.7066782993411,"WD"
67.5054512796452,80.6052342377509,"WD"
45.5399943145159,58.4404022491614,"WD"
38.1870883377426,57.6988017558355,"WD"
37.4524534020449,56.3311886785552,"WD"
49.6883171719531,59.8616122318997,"WD"
9.00762414525471,14.8393228875629,"WD"
352.289283238578,337.984674964333,"WD"
357.101484523767,337.823226361942,"WD"
351.695047493981,330.511449177921,"WD"
316.962697856857,284.570390280805,"WD"
175.932799865217,182.66938428759,"WD"
62.780035396419,278.665605628603,"WD"
49.4130956893246,73.389477549717,"WD"
68.0721928386981,78.4955988463323,"WD"
62.3955687153958,91.7680414160965,"WD"
80.0394299740766,90.4186568991803,"WD"
53.4902478386122,68.9803589413471,"WD"
54.0819149039179,74.2978792397734,"WD"
77.8928890960555,92.9754626578781,"WD"
27.2894879470135,43.2072178662922,"WD"
359.671354355161,345.044820270222,"WD"
360,334.131822590817,"WD"
36.1728739228641,104.138752398086,"WD"
